#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,,,
NA,NA,"746",NA,NA,NA,"ミツバウツギ",12.9,14.5,15.9,16.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"747",NA,NA,NA,"ミツバウツギ",12.3,15.4,15.6,13.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"748",NA,NA,NA,"クマヤナギ",14.1,17,16.7,21,NA,NA,"ツルウメ？",NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"749",NA,NA,NA,"カラマツ",110.9,109.3,NA,NA,NA,"半枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"750",NA,NA,NA,"ミツバウツギ",17.6,21.4,23.7,26,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"751",NA,NA,NA,"ヤマグワ",75.4,80.4,85,90.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"752",NA,NA,NA,"ミツバウツギ",13.5,15.7,16.2,17,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"753",NA,NA,NA,"カラマツ",129.4,136,138.7,142.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"754",NA,NA,NA,"カラマツ",NA,NA,NA,NA,"gbh99=15.1.朽ち木","枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,1,2,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"755",NA,NA,NA,"ミツバウツギ",12.9,14.5,14.7,NA,NA,NA,NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"756",NA,NA,NA,"ミツバウツギ",15.1,18.2,18.9,19.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"757",NA,NA,NA,"カラマツ",79.5,NA,NA,NA,NA,"枯れ、倒れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"758",NA,NA,NA,"ミツバウツギ",20.1,22.9,23.2,24.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"759",NA,NA,NA,"カラマツ",112.8,115.9,119.5,124.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"760",NA,NA,NA,"ミツバウツギ",23.9,26.7,27.6,28.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"761",NA,NA,NA,"ミツバウツギ",16.7,18.8,18.9,19.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"762",NA,NA,NA,"ミツバウツギ",16.7,20.1,23,26.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"763",NA,NA,NA,"ミツバウツギ",19.8,23.6,24.7,25.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"764",NA,NA,NA,"カラマツ",131.6,136,142,145.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"765",NA,NA,NA,"ガマズミ",32.7,33.6,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"766",NA,NA,NA,"フジザクラ",NA,NA,NA,NA,"gbh99=13.3.朽ち木","枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,1,2,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"767",NA,NA,NA,"クマシデ",58.4,60,61.3,61.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"768",NA,NA,NA,"カラマツ",95.5,98,100.7,103.6,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"769",NA,NA,NA,"ミツバウツギ",11.9,14.5,15.8,15.6,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"770",NA,NA,NA,"ミツバウツギ",19.8,21.4,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"771",NA,NA,NA,"ミツバウツギ",21.7,22.6,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"772",NA,NA,NA,"ミツバウツギ",20.4,20.7,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"773",NA,NA,NA,"ミツバウツギ",15.1,16.7,17,18.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"774",NA,NA,NA,"カラマツ",74.1,73.8,74.3,NA,NA,NA,NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"775",NA,NA,NA,"カラマツ",82.3,86.1,87.3,90.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"776",NA,NA,NA,"ミツバウツギ",17.9,18.5,18.2,19,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"777",NA,NA,NA,"ミツバウツギ",20.4,23.6,25.1,27.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"778",NA,NA,NA,"ミツバウツギ",16.7,17.9,17,NA,NA,NA,NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"779",NA,NA,NA,"ミツバウツギ",19.8,22,24.1,25,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"780",NA,NA,NA,"ミツバウツギ",17,18.2,20.2,20.3,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"781",NA,NA,NA,"カラマツ",115.9,119.1,123.9,126.9,NA,"ツル付き","ツルなし","蔓込み","19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,2,0
NA,NA,"782",NA,NA,NA,"フジザクラ",26.1,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"783",NA,NA,NA,"ミツバウツギ",17.3,20.4,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"784",NA,NA,NA,"ツタウルシ",14.1,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"785",NA,NA,NA,"ツタウルシ",11,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"786",NA,NA,NA,"カラマツ",141.4,130.7,120.7,122.8,"ツル込み",NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"787",NA,NA,NA,"ツタウルシ",20.4,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"788",NA,NA,NA,"オオモミジ",74.5,79.8,84,87.4,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"789",NA,NA,NA,"ミツバウツギ",13.5,15.4,16.6,16.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"790",NA,NA,NA,"カラマツ",115.9,121,124.5,130.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"791",NA,NA,NA,"ウラゲエンコウカエデ",42.1,51.8,64.3,72.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"792",NA,NA,NA,"ミツバウツギ",15.1,20.4,19.5,20.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"793",NA,NA,NA,"カラマツ",104.6,110,114.4,118.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"794",NA,NA,NA,"ミツバウツギ",13.8,16.7,NA,NA,NA,"倒れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"795",NA,NA,NA,"ズミ",69.4,72.3,71.7,69.8,NA,NA,"半枯れ","ほぼ枯れ","19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"796",NA,NA,NA,"ズミ",78.5,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"797",NA,NA,NA,"ミツバウツギ",12.3,15.4,17.3,18.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"798",NA,NA,NA,"アオダモ",35.2,37.4,38.3,40.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"799",NA,NA,NA,"アオダモ",14.5,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"800",NA,NA,NA,"ミツバウツギ",16.3,18.8,19.9,NA,NA,NA,"半枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"801",NA,NA,NA,"ミツバウツギ",17,19.5,21.5,21,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"802",NA,NA,NA,"ミツバウツギ",14.8,17,18,19.4,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"803",NA,NA,NA,"ミツバウツギ",12.6,15.4,15,16.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"804",NA,NA,NA,"ミツバウツギ",15.7,17.9,19.7,21.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"805",NA,NA,NA,"カラマツ",87,90.2,101.2,93.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"806",NA,NA,NA,"ミツバウツギ",15.7,16.3,15.8,NA,NA,NA,NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"807",NA,NA,NA,"ミツバウツギ",13.5,15.7,16.5,17,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"808",NA,NA,NA,"ハリギリ",138.5,145.8,154.7,161.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"809",NA,NA,NA,"ミツバウツギ",13.5,14.1,14,NA,NA,NA,NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"810",NA,NA,NA,"ミツバウツギ",15.1,18.5,20.5,21.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"811",NA,NA,NA,"カラマツ",127.9,133.2,138.5,144.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"812",NA,NA,NA,"ミズキ",26.4,31.7,38,42.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"813",NA,NA,NA,"ミツバウツギ",17.9,19.2,20.4,21.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"814",NA,NA,NA,"ミツバウツギ",14.1,14.1,15.6,15.9,NA,NA,NA,"814と同株","19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"815",NA,NA,NA,"ミツバウツギ",11.9,12.6,13.4,13.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"816",NA,NA,NA,"ミズキ",69.7,74.5,80.7,88.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"817",NA,NA,NA,"ミツバウツギ",13.2,16,16.2,15.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"818",NA,NA,NA,"ミツバウツギ",13.5,16,17.1,17.4,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"819",NA,NA,NA,"イヌザクラ",22,26.7,29.4,32,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"820",NA,NA,NA,"ミツバウツギ",14.1,16,19.1,22,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"821",NA,NA,NA,"ミツバウツギ",19.5,21,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"822",NA,NA,NA,"ミツバウツギ",19.5,23.6,25.8,26.6,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"823",NA,NA,NA,"カラマツ",90.8,91.4,91.6,91.7,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"824",NA,NA,NA,"ミツバウツギ",19.5,20.4,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"825",NA,NA,NA,"アカマツ",NA,NA,NA,NA,"gbh99=14.2.枯","枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,1,2,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"826",NA,NA,NA,"カラマツ",91.4,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"827",NA,NA,NA,"カラマツ",NA,NA,NA,NA,"gbh99=23.9.枯","枯れ、倒れ","枯れ","枯れ","19991111","20040610","20091007",20140310,1,2,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"828",NA,NA,NA,"ウリハダカエデ",101.2,109.6,111.5,NA,NA,NA,NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"829",NA,NA,NA,"カラマツ",96.8,98,99.8,103.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"830",NA,NA,NA,"ミツバウツギ",13.5,16,17.5,20.4,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"831",NA,NA,NA,"ミツバウツギ",14.1,14.1,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"832",NA,NA,NA,"カラマツ",85.1,88,90,92.6,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"833",NA,NA,NA,"ヤマグワ",26.7,29.2,30.2,31.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"834",NA,NA,NA,"ヤマグワ",26.7,33,39.3,42.7,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"835",NA,NA,NA,"ミツバウツギ",14.5,17.9,18.2,18.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"836",NA,NA,NA,"カラマツ",87,88.6,90.5,92.6,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"837",NA,NA,NA,"ミツバウツギ",15.4,18.2,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"838",NA,NA,NA,"ミツバウツギ",13.8,14.5,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"839",NA,NA,NA,"ミツバウツギ",16.7,18.2,19,19.3,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"840",NA,NA,NA,"コブシ",81.4,86.7,91,92.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"841",NA,NA,NA,"ミツバウツギ",12.9,13.8,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"842",NA,NA,NA,"ヤマグワ",32,39.3,46.3,52,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"843",NA,NA,NA,"ミツバウツギ",14.8,17.9,20.3,20.8,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"844",NA,NA,NA,"カラマツ",111.2,116.2,120.3,123.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"845",NA,NA,NA,"ミツバウツギ",14.8,18.5,18,19,NA,NA,"札落ち",NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"846",NA,NA,NA,"ミツバウツギ",13.8,17,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"847",NA,NA,NA,"ミツバウツギ",15.4,16.7,16.3,17,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"848",NA,NA,NA,"ミツバウツギ",21.4,23.6,25,26.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"849",NA,NA,NA,"カラマツ",97.4,98.6,99.9,100.4,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"850",NA,NA,NA,"ミツバウツギ",18.8,21.7,NA,NA,NA,"中折れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"851",NA,NA,NA,"ミツバウツギ",20.4,23.6,24.4,24.9,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"852",NA,NA,NA,"ミツバウツギ",15.1,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19991111","20040610","20091007",20140310,0,1,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"853",NA,NA,NA,"ミツバウツギ",17.3,19.5,20,NA,NA,NA,NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"854",NA,NA,NA,"ミツバウツギ",14.5,17.9,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"855",NA,NA,NA,"ミツバウツギ",25.4,27.3,27.9,28.5,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"856",NA,NA,NA,"ミツバウツギ",17.9,20.4,22.2,23.2,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"857",NA,NA,NA,"ミツバウツギ",13.2,NA,15.3,NA,NA,"枯れ",NA,"枯れ","19991111","20040610","20091007",20140310,0,0,0,1,-1,-1,-1,-1,0,1,0,0
NA,NA,"858",NA,NA,NA,"ミツバウツギ",17.9,21.4,23.9,25.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"859",NA,NA,NA,"ミツバウツギ",15.4,18.2,18.3,20.1,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"860",NA,NA,NA,"ミツバウツギ",13.5,15.4,NA,NA,NA,NA,"枯れ","枯れ","19991111","20040610","20091007",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"861",NA,NA,NA,"ミツバウツギ",14.8,16,16.4,17.7,NA,NA,NA,NA,"19991111","20040610","20091007",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
