#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,
30,50,"743","743",3,4.2,"アスナロ",32.6,33,NA,NA,39685,41509,"nWA313",0,0,0,0,0,0
30,50,"744","744",1.6,5,"ヒノキ",226.7,229.7,NA,NA,39685,41509,"nWA315",0,0,0,0,0,0
30,50,"948","948",9.6,5.5,"アスナロ",28.1,27.5,NA,"G08測定ミス",39685,41509,"nWA319",0,0,0,0,1,0
30,50,"950","950",8.6,8,"アスナロ",32.4,33.5,NA,NA,39685,41509,"nWA318",0,0,0,0,0,0
30,50,"wG168","WG168",5,8.2,"ホオノキ",31.3,31.6,NA,NA,39685,41509,"nWA317",0,0,0,0,0,0
30,50,"wG168","746",5,8.2,"ホオノキ",16.7,16.8,NA,NA,39685,41509,"nWA324",0,0,0,0,0,0
30,50,"wG170","WG170",1.8,9.1,"ホオノキ",38.7,41,NA,NA,39685,41509,"nWA320",0,0,0,0,0,0
30,50,"G773","YG773",1.1,9.1,"アスナロ",16.7,17.6,NA,NA,39685,41509,"nWA321",0,0,0,0,0,0
30,50,"748","748",0.8,9.3,"アスナロ",20,20.1,"傾く",NA,39685,41509,"nWA322",0,0,0,0,0,0
30,50,"G774","YG774",2.6,9.5,"アスナロ",16.9,18.4,NA,NA,39685,41509,"nWA323",0,0,0,0,0,0
30,60,"wG169","WG169",4.3,0.2,"アスナロ",16.1,17.2,"ネの上",NA,39685,41509,"nWA333",0,0,0,0,0,0
30,60,"750","750",3.4,2.1,"ヒノキ",235.7,235,NA,"2003年測定ミス",39685,41509,"nWA325",0,0,0,0,1,0
30,60,"wG171","WG171",3.8,4.3,"アスナロ",15.2,16.6,"岩の上",NA,39685,41509,"nWA326",0,0,-1,1,0,0
30,60,"G772","YG772",6.6,4.5,"アスナロ",16.6,16.8,"岩の上",NA,39685,41509,"nWA330",0,0,0,0,0,0
30,60,"951","951",9,4.9,"アスナロ",24.2,24.4,NA,NA,39685,41509,"nWA332",0,0,0,0,0,0
30,60,"wG172","WG172",3.9,5,"コミネカエデ",17,17.1,"岩の上",NA,39685,41509,"nWA329",0,0,0,0,0,0
30,60,"752","752",3.8,5.9,"アスナロ",23.1,23.5,NA,"根元曲がり",39685,41509,"nWA328",0,0,0,0,0,0
30,60,"952","952",8.3,6,"アスナロ",46.8,48.4,NA,NA,39685,41509,"nWA331",0,0,0,0,0,0
30,60,"J339","YJ339",3.5,7.8,"アスナロ",16.4,16,"瀕死",NA,39685,41509,"nWA327",0,0,0,0,0,0
30,60,"953","953",8.3,8.3,"アスナロ",18.8,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
30,60,"954","954",8,8.5,"アスナロ",31,31,NA,NA,39685,41509,"nWA334",0,0,0,0,0,0
30,60,"955","955",8.4,9.2,"アスナロ",32,32,NA,NA,39685,41509,"nWA335",0,0,0,0,0,0
30,70,"755","755",3,0.8,"コミネカエデ",27.7,28.6,NA,NA,39685,41509,"nWA336",0,0,0,0,0,0
30,70,"J340","YJ340",8.6,1.3,"ホオノキ",28.6,29.3,NA,NA,39685,41509,"nWA337",0,0,0,0,0,0
30,70,"956","956",5.5,3,"アスナロ",16.5,NA,"傾く","不明消失",39685,41509,"",0,1,0,0,0,0
30,70,"958","958",6,3.1,"アスナロ",30.5,31.2,"傾く",NA,39685,41509,"nWA339",0,0,0,0,0,0
30,70,"961","961",6.4,3.1,"アスナロ",32.5,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
30,70,"959","959",5.9,4,"アスナロ",17.4,16.6,"傾く","G08過大",39685,41509,"nWA341",0,0,0,0,1,0
30,70,"963","963",8.2,4,"アスナロ",26.3,26.7,"傾く",NA,39685,41509,"nWA338",0,0,0,0,0,0
30,70,"960","960",6.2,4.1,"アスナロ",21.5,20.9,"傾く","G08過大",39685,41509,"nWA340",0,0,0,0,1,0
30,70,"962","962",6.6,4.1,"アスナロ",33.4,33.5,NA,NA,39685,41509,"nWA342",0,0,0,0,0,0
30,70,"964","964",8.8,4.8,"アスナロ",20.8,20.5,NA,"G08過大",39685,41509,"nWA345",0,0,0,0,1,0
30,70,"965","965",8.2,5.1,"アスナロ",19.3,19.5,"傾く",NA,39685,41509,"nWA344",0,0,0,0,0,0
30,70,"968","968",6.9,8.6,"ヒノキ",237.4,234.4,NA,"G08測定ミス",39685,41509,"nWA348",0,0,0,0,1,0
30,70,"757","757",1.8,9.1,"アスナロ",41.6,43.9,NA,NA,39685,41509,"nWA346",0,0,0,0,0,0
30,70,"969","969",7,9.4,"アスナロ",22,22.8,NA,NA,39685,41509,"nWA347",0,0,0,0,0,0
30,80,"10","10",7.5,0.8,"アスナロ",19.5,19.9,NA,NA,39685,41509,"nWA353",0,0,0,0,0,0
30,80,"9","9",7.8,1,"アスナロ",22.8,23,NA,NA,39685,41509,"nWA354",0,0,0,0,0,0
30,80,"12","12",5.6,2,"アスナロ",37,38,NA,NA,39685,41509,"nWA350",0,0,0,0,0,0
30,80,"11","11",7,2.4,"ヒノキ",131,131.2,NA,NA,39685,41509,"nWA352",0,0,0,0,0,0
30,80,"J327","YJ327",6.5,2.6,"アスナロ",17.1,17.6,NA,NA,39685,41509,"nWA351",0,0,0,0,0,0
30,80,"769","769",3.2,3.7,"アスナロ",28,28.9,NA,NA,39685,41509,"nWA349",0,0,0,0,0,0
30,80,"13","13",6.4,4,"ヒノキ",257.1,257.6,NA,NA,39685,41509,"nWA356",0,0,0,0,0,0
30,80,"14","14",9,5.8,"ミズナラ",276.4,273.8,NA,"幹腐れ枯れかけ",39685,41509,"nWA357",0,0,0,0,0,0
30,80,"wG178","WG178",0.2,7.7,"コミネカエデ",26.3,26.7,NA,NA,39685,41509,"nWA358",0,0,0,0,0,0
30,90,"J325","YJ325",2.4,0.2,"シロモジ",18.8,NA,"No下7cmで測定","立枯",39685,41509,"",0,1,0,0,0,0
30,90,"J324","YJ324",2.4,2.9,"シロモジ",18.3,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
30,90,"wG179","WG179",4.7,3.2,"サワラ",35.6,36.1,NA,NA,39685,41509,"nWA359",0,0,0,0,0,0
30,90,"772","772",4.8,3.4,"サワラ",18,18.5,NA,NA,39685,41509,"nWA360",0,0,0,0,0,0
30,90,"22","22",9,3.7,"サワラ",20.6,20.5,"傾く","根割れ",39685,41509,"nWA365",0,0,0,0,0,0
30,90,"wG180","WG180",1.7,7.6,"サワラ",31,31.7,NA,NA,39685,41509,"nWA363",0,0,0,0,0,0
30,90,"23","23",8,7.8,"コミネカエデ",32,32.3,NA,NA,39685,41509,"nWA361",0,0,0,0,0,0
30,90,"23","24",8,7.8,"コミネカエデ",26.5,26.9,NA,NA,39685,41509,"nWA362",0,0,0,0,0,0
30,90,"773","773",0.6,9.6,"ヒノキ",292.4,293.2,NA,NA,39685,41509,"nWA364",0,0,0,0,0,0
40,0,"906","906",0.1,0.1,"アスナロ",34,34.5,NA,NA,39685,41509,"nWA371",0,0,0,0,0,0
40,0,"907","907",1.5,0.3,"アスナロ",31.4,31.9,NA,NA,39685,41509,"nWA372",0,0,0,0,0,0
40,0,"154","154",8.9,0.9,"アスナロ",24.8,24.8,NA,"その通り",39685,41509,"nWA374",0,0,0,0,0,0
40,0,"909","909",1.7,1.1,"アスナロ",17.6,17.3,"傾く","縮む",39685,41509,"nWA373",0,0,0,0,0,0
40,0,"157","157",9.1,1.7,"コミネカエデ",33,34.3,NA,NA,39685,41509,"nWA375",0,0,0,0,0,0
40,0,"158","158",9.5,1.9,"アスナロ",21.1,21.2,NA,NA,39685,41509,"nWA376",0,0,0,0,0,0
40,0,"910","910",1.1,2.7,"アスナロ",19.4,NA,NA,"伐採",39685,41509,"",0,1,0,0,0,0
40,0,"911","911",2.3,2.9,"アスナロ",18.6,18.1,"傾く","縮む",39685,41509,"nWA382",0,0,0,0,0,0
40,0,"159","159",9.5,3,"アスナロ",34.8,34.5,NA,"G08過大",39685,41509,"nWA377",0,0,0,0,1,0
40,0,"160","160",9.8,3.2,"アスナロ",40.5,40.6,NA,NA,39685,41509,"nWA378",0,0,0,0,0,0
40,0,"912","912",3.7,3.5,"アスナロ",34.2,34.4,NA,NA,39685,41509,"nWA381",0,0,0,0,0,0
40,0,"913","913",1,3.5,"ヒノキ",208.5,212,NA,NA,39685,41509,"nWA383",0,0,0,0,0,0
40,0,"161","161",9.1,3.6,"アスナロ",20.6,20.7,NA,NA,39685,41509,"nWA379",0,0,0,0,0,0
40,0,"162","162",3.8,4.5,"アスナロ",32.1,32.9,NA,NA,39685,41509,"nWA384",0,0,0,0,0,0
40,0,"165","165",6.2,4.5,"アスナロ",23.5,23.5,NA,NA,39685,41509,"nWA380",0,0,0,0,0,0
40,0,"167","167",9.8,5,"アスナロ",20.4,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
40,0,"wG132","WG132",5.2,6,"アスナロ",30.3,30.9,NA,NA,39685,41509,"nWA385",0,0,0,0,0,0
40,0,"916","916",1,6.5,"ヒノキ",301.6,303.3,NA,NA,39685,41509,"nWA386",0,0,0,0,0,0
40,0,"168","168",5.4,8,"アスナロ",27.4,28.2,NA,NA,39685,41509,"nWA389",0,0,0,0,0,0
40,0,"917","917",0.5,8.4,"アスナロ",34.8,35.5,NA,NA,39685,41509,"nWA387",0,0,0,0,0,0
40,0,"919","919",4.4,8.8,"アスナロ",25.2,25.3,NA,NA,39685,41509,"nWA388",0,0,0,0,0,0
40,0,"169","169",6.4,8.8,"ヒノキ",233.8,237.5,NA,NA,39685,41509,"nWA390",0,0,0,0,0,0
40,10,"921","921",2.8,1.3,"アスナロ",32.2,32.5,NA,NA,39685,41509,"nWA392",0,0,0,0,0,0
40,10,"920","920",2.2,1.9,"アスナロ",35.2,35.5,NA,NA,39685,41509,"nWA391",0,0,0,0,0,0
40,10,"923","923",5.2,3,"ヒノキ",248,253,NA,NA,39685,41509,"nWA393",0,0,0,0,0,0
40,10,"924","924",3.2,4.4,"アスナロ",34,34.5,NA,NA,39685,41509,"nWA394",0,0,0,0,0,0
40,10,"926","926",3.6,7,"アスナロ",20,19.9,NA,"縮む",39685,41509,"nWA395",0,0,0,0,0,0
40,10,"927","927",3.5,7.5,"アスナロ",36.9,37.5,NA,NA,39685,41509,"nWA396",0,0,0,0,0,0
40,10,"928","928",2.4,7.7,"ヒノキ",227.6,229.4,NA,NA,39685,41509,"nWA397",0,0,0,0,0,0
40,10,"171","171",7,9,"サワラ",191,192,NA,NA,39685,41509,"nWA398",0,0,0,0,0,0
40,10,"172","172",7.7,9.4,"ウワミズザクラ",48.1,NA,NA,"立枯，樹種修正済",39685,41509,"",0,1,0,0,0,0
40,20,"929","929",3.3,1,"ヒノキ",267.6,268.5,NA,NA,39685,41509,"nWA399",0,0,0,0,0,0
40,20,"930","930",4.8,2.6,"ヒノキ",241.1,244.3,NA,NA,39685,41509,"nWA400",0,0,0,0,0,0
40,20,"175","175",7.1,3.5,"サワラ",174.6,176,NA,"x座標修正済",39685,41509,"nWA401",0,0,0,0,0,0
40,20,"931","931",1.4,3.6,"アスナロ",26.5,26.5,NA,NA,39685,41509,"nWA405",0,0,0,0,0,0
40,20,"174","174",8.8,4.3,"アスナロ",47.6,49.4,NA,NA,39685,41509,"nWA402",0,0,0,0,0,0
40,20,"178","178",8.8,6,"アスナロ",17.8,17.8,NA,NA,39685,41509,"nWA403",0,0,0,0,0,0
40,20,"179","179",6.6,6.6,"アスナロ",32.7,33.4,NA,NA,39685,41509,"nWA404",0,0,0,0,0,0
40,20,"180","180",6.2,8.5,"アスナロ",77.4,78.7,NA,NA,39685,41509,"nWA407",0,0,0,0,0,0
40,20,"wG7","WG7",2.8,9.1,"アスナロ",15.3,15.3,NA,NA,39685,41509,"nWA406",0,0,-1,-1,0,0
40,30,"184","184",8.8,1.5,"アスナロ",30.2,30.6,NA,NA,39685,41509,"nWA408",0,0,0,0,0,0
40,30,"185","185",9.2,2.4,"アスナロ",62.7,64.6,NA,NA,39685,41509,"nWA409",0,0,0,0,0,0
40,30,"187","187",8.9,4.5,"アスナロ",58.2,60.3,NA,NA,39685,41509,"nWA410",0,0,0,0,0,0
40,30,"940","940",0.9,5.3,"アスナロ",93.5,94.2,NA,NA,39685,41509,"nWA412",0,0,0,0,0,0
40,30,"188","188",6.7,6.4,"アスナロ",15.7,15.9,NA,NA,39685,41509,"nWA411",0,0,0,0,0,0
40,30,"J370","YJ370",3.8,7.1,"アスナロ",34.2,34.7,NA,NA,39685,41509,"nWA413",0,0,0,0,0,0
40,30,"942","942",3.9,8.5,"サワラ",205.6,206,NA,NA,39685,41509,"nWA414",0,0,0,0,0,0
40,30,"943","943",1.7,8.5,"サワラ",243,244.9,NA,NA,39685,41509,"nWA415",0,0,0,0,0,0
40,40,"971","971",1,5.5,"ヒノキ",24,24.3,NA,NA,39685,41509,"nWA416",0,0,0,0,0,0
40,40,"972","972",2.1,7,"ミズメ",128,129.8,NA,NA,39685,41509,"nWA417",0,0,0,0,0,0
40,40,"974","974",4,8.6,"アスナロ",19.2,19.4,"傾く",NA,39685,41509,"nWA418",0,0,0,0,0,0
40,40,"219","219",7,9.1,"サワラ",41.6,42,NA,NA,39685,41509,"nWA419",0,0,0,0,0,0
40,40,"973","973",0.7,9.5,"アスナロ",52.2,52.2,NA,NA,39685,41509,"nWA420",0,0,0,0,0,0
40,50,"978","978",2,1.7,"ヒノキ",180.2,181.6,NA,NA,39685,41509,"nWA421",0,0,0,0,0,0
40,50,"224","224",9.4,2.5,"アスナロ",26.3,26.4,NA,NA,39685,41509,"nWA423",0,0,0,0,0,0
40,50,"225","225",9,2.8,"アスナロ",48,49.2,NA,NA,39685,41509,"nWA424",0,0,0,0,0,0
40,50,"980","980",3.3,2.9,"アスナロ",46.7,47.8,NA,NA,39685,41509,"nWA422",0,0,0,0,0,0
40,50,"226","226",8.6,4.6,"アスナロ",46.1,46.6,NA,NA,39685,41509,"nWA425",0,0,0,0,0,0
40,50,"228","228",6.5,5.7,"アスナロ",30.1,31,NA,NA,39685,41509,"nWA426",0,0,0,0,0,0
40,50,"986","986",5.4,8.2,"ヒノキ",138.9,140.3,NA,NA,39685,41509,"nWA427",0,0,0,0,0,0
40,50,"984","984",2.3,8.4,"ヒノキ",246.6,247.5,NA,NA,39685,41509,"nWA428",0,0,0,0,0,0
40,50,"229","229",7.7,9.3,"アスナロ",17.2,18.6,NA,NA,39685,41509,"nWA429",0,0,0,0,0,0
40,60,"987","987",3.3,1.2,"ヒノキ",219.1,224.5,NA,NA,39685,41509,"nWA430",0,0,0,0,0,0
40,60,"990","990",0.5,5.2,"アスナロ",21.9,21.7,NA,NA,39685,41509,"nWA431",0,0,0,0,0,0
40,60,"992","992",2.2,6.4,"アスナロ",38.7,39.6,NA,NA,39685,41509,"nWA432",0,0,0,0,0,0
40,60,"237","237",8,6.8,"マルバノキ",22,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
40,60,"995","995",0.8,7,"アスナロ",30.6,30.6,NA,NA,39685,41509,"nWA436",0,0,0,0,0,0
40,60,"993","993",2.3,7.5,"アスナロ",25.8,26.3,NA,NA,39685,41509,"nWA435",0,0,0,0,0,0
40,60,"996","996",0.7,7.8,"ヒノキ",221,222.9,NA,NA,39685,41509,"nWA437",0,0,0,0,0,0
40,60,"wG138","WG138",9.8,8.9,"サワラ",20.1,21.3,NA,NA,39685,41509,"nWA434",0,0,0,0,0,0
40,60,"241","241",5.8,9.6,"ヒノキ",212.8,214.9,NA,NA,39685,41509,"nWA438",0,0,0,0,0,0
40,70,"997","997",3.3,0,"アスナロ",34.4,34.4,NA,NA,39685,41509,"nWA439",0,0,0,0,0,0
40,70,"998","998",4.3,0.3,"アスナロ",38.1,38.8,NA,NA,39685,41509,"nWA440",0,0,0,0,0,0
40,70,"1000","1000",0.6,1.1,"アスナロ",37.6,39,NA,NA,39685,41509,"nWA441",0,0,0,0,0,0
40,70,"3","3",4,2.2,"ヒノキ",228.2,232,NA,NA,39685,41509,"nWA442",0,0,0,0,0,0
40,70,"4","4",3.5,3.1,"アスナロ",53.5,54.5,NA,NA,39685,41509,"nWA443",0,0,0,0,0,0
40,70,"244","244",8.4,4.2,"ヒノキ",168.4,170.4,NA,NA,39685,41509,"nWA444",0,0,0,0,0,0
40,70,"5","5",1,4.6,"アスナロ",28,27.9,NA,NA,39685,41509,"nWA445",0,0,0,0,0,0
40,70,"6","6",1.7,5.6,"アスナロ",40.1,40.9,NA,NA,39685,41509,"nWA446",0,0,0,0,0,0
40,70,"7","7",4.4,6.7,"シロモジ",27.8,28.3,NA,NA,39685,41509,"nWA447",0,0,0,0,0,0
40,70,"wG141","WG141",7,9.3,"サワラ",15.9,15.8,NA,NA,39685,41509,"nWA448",0,0,0,0,0,0
40,80,"31","31",1,0.7,"ヒノキ",263,263.9,NA,"G08過大",39685,41509,"nWA449",0,0,0,0,1,0
40,80,"wG142","WG142",9.4,3.6,"ヒノキ",16.5,16.8,NA,NA,39685,41509,"nWA452",0,0,0,0,0,0
40,80,"35","35",4.4,3.7,"ヒノキ",131.2,131.8,NA,NA,39685,41509,"nWA454",0,0,0,0,0,0
40,80,"wG8","WG8",3.4,4.3,"リョウブ",18.4,18.3,NA,NA,39685,41509,"nWA450",0,0,0,0,0,0
40,80,"290","290",9.4,4.7,"ヒノキ",177,179.6,NA,NA,39685,41509,"nWA453",0,0,0,0,0,0
40,80,"291","291",8.7,6.7,"アスナロ",20.4,21.3,NA,NA,39685,41509,"nWA456",0,0,0,0,0,0
40,80,"37","37",0.5,6.8,"サワラ",35,35.5,NA,NA,39685,41509,"nWA455",0,0,0,0,0,0
40,80,"wG144","WG144",6,8.7,"アスナロ",18.5,19,NA,NA,39685,41509,"nWA457",0,0,0,0,0,0
40,90,"39","39",4,0.2,"コミネカエデ",33.7,33.7,NA,NA,39685,41509,"nWA458",0,0,0,0,0,0
40,90,"295","295",6.4,0.6,"サワラ",18.2,18.6,NA,NA,39685,41509,"nWA460",0,0,0,0,0,0
40,90,"40","40",4.6,0.8,"ヒノキ",25,24.8,NA,"G08測定ミス",39685,41509,"nWA459",0,0,0,0,1,0
40,90,"296","296",8.6,0.8,"サワラ",28.3,29.5,NA,NA,39685,41509,"nWA461",0,0,0,0,0,0
40,90,"41","41",0.7,2.2,"サワラ",32.3,33.2,NA,NA,39685,41509,"nWA463",0,0,0,0,0,0
40,90,"42","42",4,3.5,"ヒノキ",20.6,21.1,NA,NA,39685,41509,"nWA462",0,0,0,0,0,0
40,90,"G781","YG781",9.6,5,"サワラ",20.8,21,NA,NA,39685,41509,"nWA467",0,0,0,0,0,0
40,90,"44","44",2,6.6,"シロモジ",22.5,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
40,90,"297","297",7.1,6.7,"ヒノキ",283.3,289,NA,NA,39685,41509,"nWA465",0,0,0,0,0,0
40,90,"45","45",4.2,6.9,"サワラ",18.3,19.1,NA,NA,39685,41509,"nWA464",0,0,0,0,0,0
40,90,"48","48",0.6,8.2,"アスナロ",23.4,24,NA,NA,39685,41509,"nWA466",0,0,0,0,0,0
40,90,"298","WG146",9.5,8.8,"シロモジ",16.4,16.7,"298と同株",NA,39685,41509,"nWA468",0,0,0,0,0,0
40,90,"298","WG147",9.5,8.8,"シロモジ",16.5,16.7,"298と同株",NA,39685,41509,"nWA469",0,0,0,0,0,0
40,90,"298","298",9.5,8.8,"シロモジ",22,22.2,NA,NA,39685,41509,"nWA470",0,0,0,0,0,0
50,0,"191","191",2.5,0.1,"アスナロ",58.5,59.6,NA,NA,39685,41509,"nWA287",0,0,0,0,0,0
50,0,"wG130","WG130",2.9,0.8,"アスナロ",15.1,15,NA,NA,39685,41509,"nWA288",0,0,-1,-1,0,0
50,0,"wG131","WG131",3.6,1.8,"ホオノキ",33.9,36.3,NA,NA,39685,41509,"nWA289",0,0,0,0,0,0
50,0,"417","417",7.8,2.8,"ホオノキ",68.3,74,"No直上で測定",NA,39685,41509,"nWA369",0,0,0,0,0,0
50,0,"192","192",2,3.4,"アオハダ",36.8,38.6,NA,NA,39685,41509,"nWA290",0,0,0,0,0,0
50,0,"193","193",0.4,4.7,"アスナロ",39,40.3,NA,NA,39685,41509,"nWA366",0,0,0,0,0,0
50,0,"wG90","WG90",8.8,5,"ヒノキ",212.7,218.5,NA,NA,39685,41509,"nWA370",0,0,0,0,0,0
50,0,"195","195",4.5,5.3,"ホオノキ",51.7,53.4,NA,NA,39685,41509,"nWA367",0,0,0,0,0,0
50,0,"420","420",8.1,6.6,"シロモジ",18.9,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
50,0,"422","422",6,7.4,"ホオノキ",51.4,52.6,NA,NA,39685,41509,"nWA368",0,0,0,0,0,0
50,0,"198","198",1.5,9.2,"サワラ",44.8,44.9,NA,NA,39685,41509,"nWA472",0,0,0,0,0,0
50,0,"199","199",2.3,9.9,"アスナロ",30.4,30.8,NA,NA,39685,41509,"nWA473",0,0,0,0,0,0
50,10,"200","200",0.6,1.2,"ヒノキ",273,276.5,NA,NA,39685,41509,"nWA474",0,0,0,0,0,0
50,10,"201","201",3.4,4.8,"アスナロ",46.5,47.3,NA,NA,39685,41509,"nWA475",0,0,0,0,0,0
50,10,"427","427",7.4,5,"ホオノキ",57,60.4,NA,NA,39685,41509,"nWA477",0,0,0,0,0,0
50,10,"203","203",4.3,6.4,"アスナロ",58.2,59.5,NA,NA,39685,41509,"nWA476",0,0,0,0,0,0
50,10,"429","429",7.4,7.2,"アスナロ",34.4,35.9,NA,NA,39685,41509,"nWA478",0,0,0,0,0,0
50,20,"wG92","WG92",9.4,0.1,"ホオノキ",50.5,53.5,NA,NA,39685,41509,"nWA479",0,0,0,0,0,0
50,20,"433","433",8.9,0.9,"ホオノキ",33.4,33,NA,"枯れかけ",39685,41509,"nWA480",0,0,0,0,0,0
50,20,"wG93","WG93",8.6,2.7,"ホオノキ",39.6,43.5,NA,NA,39685,41509,"nWA481",0,0,0,0,0,0
50,20,"439","439",8.4,4,"ホオノキ",82.2,87.1,NA,NA,39685,41509,"nWA482",0,0,0,0,0,0
50,20,"204","204",1.1,4.3,"サワラ",143.2,145.9,NA,NA,39685,41509,"nWA484",0,0,0,0,0,0
50,20,"wG95","WG95",7.2,5.4,"ホオノキ",48,50,NA,NA,39685,41509,"nWA483",0,0,0,0,0,0
50,20,"209","209",1.3,7.9,"アスナロ",29.7,29.6,NA,NA,39685,41509,"nWA486",0,0,0,0,0,0
