#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,
"56.3 ",23.9,"225","225",6.3,3.9,"カマツカ",15.2,16.9,"","","",NA,NA,"F2",0,0,-1,1,0,0
"53.9 ",29.5,"226","226",3.9,9.5,"オオモミジ",157.4,161.3,"","","",NA,NA,"F2",0,0,0,0,0,0
"53.0 ",21.6,"227","227",3,1.6,"ブナ",227.7,231.1,"","","",NA,NA,"F2",0,0,0,0,0,0
"51.9 ",20.9,"228","228",1.9,0.9,"リョウブ",34.2,35.1,"","","",NA,NA,"F2",0,0,0,0,0,0
"59.0 ",29.4,"254","254",9,9.4,"カマツカ",28.8,28.8,"","","",NA,NA,"F2",0,0,0,0,0,0
"59.0 ",29.4,"255","254",9,9.4,"カマツカ",23.4,NA,"","行方不明","",NA,NA,"F2",0,0,0,0,0,1
"58.8 ",21.6,"256","256",8.8,1.6,"カマツカ",22.1,21.6,"","","",NA,NA,"F2",0,0,0,0,0,0
"58.8 ",21.6,"258","256",8.8,1.6,"カマツカ",21.9,24.1,"","","",NA,NA,"F2",0,0,0,0,0,0
"59.3 ",26.8,"257","257",9.3,6.8,"カマツカ",15.4,17.2,"","","",NA,NA,"F2",0,0,-1,1,0,0
"57.0 ",21,"259","259",7,1,"ノリウツギ",17,NA,"","","",NA,NA,"F2",0,1,0,0,0,0
"56.0 ",32.7,"208","208",6,2.7,"ブナ",151.6,151.6,"","","",NA,NA,"F3",0,0,0,0,0,0
"60.0 ",34.5,"209","209",10,4.5,"ミヤマイボタ",18.3,18.2,"","","",NA,NA,"F3",0,0,0,0,0,0
"59.1 ",35.4,"210","210",9.1,5.4,"ヤマボウシ",78.3,78.3,"","","",NA,NA,"F3",0,0,0,0,0,0
"50.8 ",37.6,"211","211",0.8,7.6,"ブナ",112.5,118,"","","",NA,NA,"F3",0,0,0,0,0,0
"57.3 ",49.5,"830","830",7.3,9.5,"ブナ",79.4,80.5,"","","",NA,NA,"F4",0,0,0,0,0,0
"57.2 ",47.2,"831","831",7.2,7.2,"ブナ",69.3,70.3,"","","",NA,NA,"F4",0,0,0,0,0,0
"55.2 ",47.2,"832","832",5.2,7.2,"ヤブデマリ",16.5,16.6,"","","カブデマリ→ヤブデマリ",NA,NA,"F4",0,0,0,0,0,0
"51.9 ",47.5,"833","833",1.9,7.5,"ブナ",113.9,116.7,"","","",NA,NA,"F4",0,0,0,0,0,0
"56.0 ",43,"834","834",6,3,"ヒナウチワカエデ",74.5,75,"","","",NA,NA,"F4",0,0,0,0,0,0
"59.3 ",41.2,"C504","C504",9.3,1.2,"ブナ",193.6,196.2,"","835→C504タグ変更","",NA,NA,"F4",0,0,0,0,0,0
"52.7 ",50.3,"801","801",2.7,0.3,"ブナ",220.6,223.9,"","","",NA,NA,"F5",0,0,0,0,0,0
"58.0 ",57.1,"C505","C505",8,7.1,"カマツカ",22.6,23.4,"","802→C505タグ変更","",NA,NA,"F5",0,0,0,0,0,0
"58.0 ",57.1,"803","C505",8,7.1,"カマツカ",17.5,17.8,"","個体番号変更","",NA,NA,"F5",0,0,0,0,0,0
"58.0 ",57.1,"804","C505",8,7.1,"カマツカ",16.8,16.8,"","個体番号変更","",NA,NA,"F5",0,0,0,0,0,0
"55.4 ",55.6,"805","805",5.4,5.6,"カマツカ",18.4,20,"","","",NA,NA,"F5",0,0,0,0,0,0
"55.4 ",55.6,"806","805",5.4,5.6,"カマツカ",17.6,18.7,"","","",NA,NA,"F5",0,0,0,0,0,0
"55.4 ",55.6,"807","805",5.4,5.6,"カマツカ",15.3,16.9,"","","",NA,NA,"F5",0,0,-1,1,0,0
"56.0 ",56.6,"808","808",6,6.6,"アオダモ",33.6,35.6,"","","",NA,NA,"F5",0,0,0,0,0,0
"55.4 ",58.2,"809","809",5.4,8.2,"カマツカ",21.1,22.3,"","","",NA,NA,"F5",0,0,0,0,0,0
"55.4 ",58.2,"810","809",5.4,8.2,"カマツカ",16.5,16.9,"枝分かれ","","",NA,NA,"F5",0,0,0,0,0,0
"53.2 ",53.1,"811","811",3.2,3.1,"カマツカ",17,17.4,"","","",NA,NA,"F5",0,0,0,0,0,0
"59.8 ",56,"812","812",9.8,6,"ツクバネウツギ",21.4,21.6,"","","",NA,NA,"F5",0,0,0,0,0,0
"51.7 ",66.3,"332","332",1.7,6.3,"ミズキ",58.7,NA,"","行方不明","",NA,NA,"F6",0,0,0,0,0,1
"58.5 ",68,"333","333",8.5,8,"ブナ",211.5,208.9,"","","",NA,NA,"F6",0,0,0,0,0,0
"57.0 ",67.7,"334","334",7,7.7,"カマツカ",24.6,26.3,"","","",NA,NA,"F6",0,0,0,0,0,0
"57.0 ",67.7,"335","334",7,7.7,"カマツカ",15.2,15.5,"","","",NA,NA,"F6",0,0,-1,-1,0,0
"55.3 ",68.6,"336","336",5.3,8.6,"コミネカエデ",17.7,17.8,"","","",NA,NA,"F6",0,0,0,0,0,0
"52.2 ",69.4,"337","337",2.2,9.4,"ミヤマイボタ",30.7,33.1,"","","",NA,NA,"F6",0,0,0,0,0,0
"53.3 ",69.6,"338","338",3.3,9.6,"ミヤマイボタ",32.2,33,"","","",NA,NA,"F6",0,0,0,0,0,0
"51.8 ",67.8,"821","821",1.8,7.8,"アオダモ",37.5,41.3,"","","",NA,NA,"F6",0,0,0,0,0,0
"53.7 ",66.8,"822","822",3.7,6.8,"リョウブ",32,32.2,"","","",NA,NA,"F6",0,0,0,0,0,0
"54.0 ",65,"823","823",4,5,"リョウブ",29.6,NA,"","幹折れ","",NA,NA,"F6",0,1,0,0,0,0
"53.6 ",63,"824","824",3.6,3,"ブナ",110.7,112.1,"","","",NA,NA,"F6",0,0,0,0,0,0
"52.0 ",61,"825","825",2,1,"ミズメ",116,118.8,"","","",NA,NA,"F6",0,0,0,0,0,0
"51.4 ",61.2,"826","826",1.4,1.2,"サワシバ",29.8,29.8,"","","",NA,NA,"F6",0,0,0,0,0,0
"51.4 ",61.2,"827","826",1.4,1.2,"サワシバ",47.2,47.2,"","","",NA,NA,"F6",0,0,0,0,0,0
"59.0 ",60.1,"828","828",9,0.1,"カマツカ",24,22,"","","",NA,NA,"F6",0,0,0,0,0,0
"59.0 ",60.1,"829","828",9,0.1,"カマツカ",16.9,18.8,"","","",NA,NA,"F6",0,0,0,0,0,0
"54.5 ",69.7,"C507","C507",4.5,9.7,"リョウブ",NA,15.6,"","","",NA,NA,"F6",0,0,-1,-1,0,0
"53.7 ",69.7,"C508","C508",3.7,9.7,"ウリハダカエデ",NA,15.1,"","","",NA,NA,"F6",0,0,-1,-1,0,0
"51.1 ",76.4,"212","212",1.1,6.4,"ミヤマイボタ",32.9,32.9,"","","",NA,NA,"F7",0,0,0,0,0,0
"53.3 ",77.8,"213","213",3.3,7.8,"ミズメ",55,51.8,"","","",NA,NA,"F7",0,0,0,0,0,0
"54.3 ",78.5,"214","214",4.3,8.5,"ミヤマイボタ",59.4,65.9,"","","",NA,NA,"F7",0,0,0,0,0,0
"59.8 ",75.6,"551","551",9.8,5.6,"アオダモ",15.5,16,"","","",NA,NA,"F7",0,0,-1,1,0,0
"58.6 ",75.6,"552","552",8.6,5.6,"オオモミジ",18.8,21,"","","",NA,NA,"F7",0,0,0,0,0,0
"59.3 ",74.2,"553","553",9.3,4.2,"ミヤマイボタ",28.2,28.9,"","倒れ","",NA,NA,"F7",0,0,0,0,0,0
"56.9 ",70,"554","554",6.9,0,"サワシバ",54.5,56.9,"","","",NA,NA,"F7",0,0,0,0,0,0
"50.7 ",72,"555","555",0.7,2,"マメザクラ",30,30.1,"","","マメツツジ？→マメザクラ",NA,NA,"F7",0,0,0,0,0,0
"50.7 ",72,"556","555",0.7,2,"マメザクラ",15.3,15.6,"","","マメツツジ？→マメザクラ",NA,NA,"F7",0,0,-1,-1,0,0
"50.7 ",72,"557","555",0.7,2,"マメザクラ",17.1,17.6,"","","マメツツジ？→マメザクラ",NA,NA,"F7",0,0,0,0,0,0
"58.4 ",76,"558","558",8.4,6,"ミマヤイボタ",28.5,28.5,"","","",NA,NA,"F7",0,0,0,0,0,0
"58.3 ",79.5,"559","559",8.3,9.5,"ブナ",188.1,177.5,"","","",NA,NA,"F7",0,0,0,0,0,0
"50.2 ",92.9,"479","479",0.2,2.9,"ヤマツツジ",17,18.1,"","","",NA,NA,"F9",0,0,0,0,0,0
"50.2 ",92.9,"480","479",0.2,2.9,"ヤマツツジ",15,15.1,"","","",NA,NA,"F9",0,0,-1,-1,0,0
"50.2 ",92.9,"481","479",0.2,2.9,"ヤマツツジ",20.6,21.2,"","","",NA,NA,"F9",0,0,0,0,0,0
"51.5 ",96,"482","482",1.5,6,"ブナ",134.1,141.4,"","","",NA,NA,"F9",0,0,0,0,0,0
"51.8 ",98.3,"483","483",1.8,8.3,"タンナサワフタギ",20.7,21.2,"","","",NA,NA,"F9",0,0,0,0,0,0
"51.3 ",100,"484","484",1.3,10,"イトマキイタヤ",49.5,51.7,"ライン上","","",NA,NA,"F9",0,0,0,0,0,0
"57.1 ",99.7,"485","485",7.1,9.7,"ブナ",119.7,119.7,"","","",NA,NA,"F9",0,0,0,0,0,0
"58.6 ",99.6,"486","486",8.6,9.6,"アモダモ",15.9,15.9,"","","",NA,NA,"F9",0,0,0,0,0,0
"58.6 ",99.6,"487","486",8.6,9.6,"アモダモ",15.9,25.4,"","前回計測ミス？","",NA,NA,"F9",0,0,0,0,0,0
"58.6 ",99.6,"488","486",8.6,9.6,"アモダモ",15.9,16.1,"","","",NA,NA,"F9",0,0,0,0,0,0
"56.1 ",98.1,"489","489",6.1,8.1,"ミヤマイボタ",24.4,29.2,"","","",NA,NA,"F9",0,0,0,0,0,0
"56.1 ",98.1,"490","489",6.1,8.1,"ミヤマイボタ",22.9,26.5,"","","",NA,NA,"F9",0,0,0,0,0,0
"56.1 ",98.1,"491","489",6.1,8.1,"ミヤマイボタ",17.8,NA,"","","",NA,NA,"F9",0,1,0,0,0,0
"68.8 ",1.9,"93","93",8.8,1.9,"カマツカ",20.3,21,"","","",NA,NA,"G0",0,0,0,0,0,0
"68.8 ",1.9,"94","93",8.8,1.9,"カマツカ",22.1,22,"","","",NA,NA,"G0",0,0,0,0,0,0
"66.7 ",4,"95","95",6.7,4,"カマツカ",17.2,17.9,"","","",NA,NA,"G0",0,0,0,0,0,0
"60.4 ",3.3,"96","96",0.4,3.3,"イトマキイタヤ",85.4,84.7,"","","",NA,NA,"G0",0,0,0,0,0,0
"60.4 ",3.3,"97","96",0.4,3.3,"イトマキイタヤ",62,62.5,"枝分かれ","","",NA,NA,"G0",0,0,0,0,0,0
"60.8 ",6.7,"98","98",0.8,6.7,"ブナ",273.4,276.9,"","","",NA,NA,"G0",0,0,0,0,0,0
"64.6 ",7.2,"99","99",4.6,7.2,"オオモミジ",46.9,58.3,"","","",NA,NA,"G0",0,0,0,0,0,0
"64.5 ",7.8,"100","100",4.5,7.8,"シナノキ",22,22.2,"","","",NA,NA,"G0",0,0,0,0,0,0
"67.5 ",9.4,"170","170",7.5,9.4,"オオモミジ",78.2,83.2,"","","",NA,NA,"G0",0,0,0,0,0,0
"66.0 ",18.3,"241","241",6,8.3,"ブナ",118.6,122.8,"","","",NA,NA,"G1",0,0,0,0,0,0
"67.0 ",17.7,"242","242",7,7.7,"ブナ",115.7,119.7,"","","",NA,NA,"G1",0,0,0,0,0,0
"64.6 ",15.7,"243","243",4.6,5.7,"カマツカ",15.5,15.1,"","","",NA,NA,"G1",0,0,-1,-1,0,0
"65.1 ",17.8,"244","244",5.1,7.8,"カマツカ",17.5,17.9,"","","",NA,NA,"G1",0,0,0,0,0,0
"65.1 ",17.8,"245","244",5.1,7.8,"カマツカ",18,18.2,"","","",NA,NA,"G1",0,0,0,0,0,0
"65.1 ",17.8,"246","244",5.1,7.8,"カマツカ",17.4,17,"","","",NA,NA,"G1",0,0,0,0,0,0
"64.8 ",17.8,"281","281",4.8,7.8,"ブナ",26.8,45.3,"","","",NA,NA,"G1",0,0,0,0,0,0
"68.1 ",26,"169","169",8.1,6,"オオバアサガラ",65.4,64.8,"","","",NA,NA,"G2",0,0,0,0,0,0
"68.1 ",25.6,"171","171",8.1,5.6,"アオダモ",60,62.8,"","","",NA,NA,"G2",0,0,0,0,0,0
"67.3 ",24.8,"172","172",7.3,4.8,"ミヤマイボタ",50.5,54.7,"","根折れタグ埋もれ、現在の1.3ｍで計測すると33.5","",NA,NA,"G2",0,0,0,0,0,0
"66.0 ",22.9,"174","174",6,2.9,"ウツギ",15.3,15.4,"","","",NA,NA,"G2",0,0,-1,-1,0,0
"63.3 ",23.1,"175","175",3.3,3.1,"ヤブデマリ",26.3,26.2,"","","",NA,NA,"G2",0,0,0,0,0,0
"61.6 ",20.1,"176","178",1.6,0.1,"リョウブ",18.9,18.8,"","","",NA,NA,"G2",0,0,0,0,0,0
"61.6 ",20.1,"177","178",1.6,0.1,"リョウブ",23.1,24.8,"","","",NA,NA,"G2",0,0,0,0,0,0
"61.6 ",20.1,"178","178",1.6,0.1,"リョウブ",33.7,34.8,"","","",NA,NA,"G2",0,0,0,0,0,0
"64.0 ",24.6,"179","179",4,4.6,"マメザクラ",33,33,"","","",NA,NA,"G2",0,0,0,0,0,0
"64.0 ",24.6,"180","179",4,4.6,"マメザクラ",28.3,28.2,"","","",NA,NA,"G2",0,0,0,0,0,0
"62.5 ",26.1,"181","181",2.5,6.1,"カマツカ",33.5,33.1,"幹損傷","","",NA,NA,"G2",0,0,0,0,0,0
"61.7 ",27.5,"250","250",1.7,7.5,"カマツカ",24.7,24.4,"","","",NA,NA,"G2",0,0,0,0,0,0
"65.4 ",28.8,"251","251",5.4,8.8,"ウツギ",17.8,17.2,"","","",NA,NA,"G2",0,0,0,0,0,0
"65.4 ",28.8,"252","251",5.4,8.8,"ウツギ",23.8,23.3,"","","",NA,NA,"G2",0,0,0,0,0,0
"66.1 ",29.7,"253","253",6.1,9.7,"マユミ",43.8,43.2,"写真有","","",NA,NA,"G2",0,0,0,0,0,0
"69.0 ",22.5,"168?","168?",9,2.5,"カマツカ",28.5,NA,"","行方不明","",NA,NA,"G2",0,0,0,0,0,1
"62.2 ",25.1,"669","669",2.2,5.1,"カマツカ",NA,17.5,"","","",NA,NA,"G2",0,0,-1,1,0,0
"68.8 ",32.2,"287","287",8.8,2.2,"アオダモ",45.8,49.2,"","","",NA,NA,"G3",0,0,0,0,0,0
"69.2 ",33.5,"288","288",9.2,3.5,"カマツカ",17.8,17.8,"","","",NA,NA,"G3",0,0,0,0,0,0
"69.2 ",33.5,"289","288",9.2,3.5,"カマツカ",17.6,17.9,"","","",NA,NA,"G3",0,0,0,0,0,0
"65.0 ",33.9,"290","290",5,3.9,"ブナ",103.4,111.3,"ツル込み","","",NA,NA,"G3",0,0,0,0,0,0
"67.5 ",31.1,"291","291",7.5,1.1,"リョウブ",18.9,20.1,"","","",NA,NA,"G3",0,0,0,0,0,0
"67.5 ",38.7,"292","292",7.5,8.7,"カマツカ",19.1,19.5,"","","",NA,NA,"G3",0,0,0,0,0,0
"67.5 ",38.7,"293","292",7.5,8.7,"カマツカ",21,NA,"","","",NA,NA,"G3",0,1,0,0,0,0
"67.5 ",38.7,"294","292",7.5,8.7,"カマツカ",18.9,NA,"","","",NA,NA,"G3",0,1,0,0,0,0
"67.5 ",38.7,"295","292",7.5,8.7,"カマツカ",16.7,18,"","","",NA,NA,"G3",0,0,0,0,0,0
"62.7 ",38,"296","296",2.7,8,"ノリウツギ",21.7,20.4,"","","",NA,NA,"G3",0,0,0,0,0,0
"63.7 ",31.7,"297","297",3.7,1.7,"アオダモ",27.5,27.8,"","","",NA,NA,"G3",0,0,0,0,0,0
"63.7 ",31.8,"205","297",3.7,1.8,"アオダモ",24.4,24.7,"","","",NA,NA,"G3",0,0,0,0,0,0
"63.7 ",31.8,"206","297",3.7,1.8,"アオダモ",22.6,25.4,"","","",NA,NA,"G3",0,0,0,0,0,0
"63.7 ",31.8,"207","297",3.7,1.8,"アオダモ",26.2,27.9,"","","",NA,NA,"G3",0,0,0,0,0,0
"60.9 ",33.1,"298","298",0.9,3.1,"マメザクラ",22.5,22.1,"","","",NA,NA,"G3",0,0,0,0,0,0
"60.9 ",33.1,"299","299",0.9,3.1,"シナノキ",17.4,20.1,"","","",NA,NA,"G3",0,0,0,0,0,0
"61.2 ",33.4,"300","300",1.2,3.4,"マメザクラ",16.3,17.1,"","","",NA,NA,"G3",0,0,0,0,0,0
"65.2 ",40.5,"183","183",5.2,0.5,"ノリウツギ",23.5,24.1,"","","",NA,NA,"G4",0,0,0,0,0,0
"65.2 ",40.5,"693","183",5.2,0.5,"ノリウツギ",23.5,24.4,"","184→693にタグ変更","",NA,NA,"G4",0,0,0,0,0,0
"62.9 ",43.2,"185","185",2.9,3.2,"マメザクラ",22.5,22.8,"","","",NA,NA,"G4",0,0,0,0,0,0
"62.9 ",43.2,"688","185",2.9,3.2,"マメザクラ",16.5,16.5,"","186→688にタグ変更","",NA,NA,"G4",0,0,0,0,0,0
"63.6 ",45.7,"187","187",3.6,5.7,"カマツカ",23.6,23.7,"","幹折れ","",NA,NA,"G4",0,0,0,0,0,0
"63.6 ",45.7,"188","187",3.6,5.7,"カマツカ",20.2,19.5,"","","",NA,NA,"G4",0,0,0,0,0,0
"66.1 ",45.5,"189","189",6.1,5.5,"イトマキイタヤ",49.3,52,"　　倒木から萌芽、測れないので　　から1.3mの所","","",NA,NA,"G4",0,0,0,0,0,0
"66.1 ",45.5,"692","189",6.1,5.5,"イトマキイタヤ",20.5,20.3,"","190→692にタグ変更","",NA,NA,"G4",0,0,0,0,0,0
"67.5 ",45.5,"191","189",7.5,5.5,"イトマキイタヤ",18.9,18.8,"","","",NA,NA,"G4",0,0,0,0,0,0
"68.3 ",47.1,"192","192",8.3,7.1,"ハコネグミ",26.8,NA,"","1.3m以下の萌芽で生存","",NA,NA,"G4",0,1,0,0,0,0
"68.3 ",47.1,"193","192",8.3,7.1,"ハコネグミ",16.3,NA,"","","",NA,NA,"G4",0,1,0,0,0,0
"69.4 ",49.5,"194","194",9.4,9.5,"ミズキ",33.3,31.4,"","","",NA,NA,"G4",0,0,0,0,0,0
"68.0 ",47.7,"195","195",8,7.7,"マユミ",42.7,43,"","","",NA,NA,"G4",0,0,0,0,0,0
"67.6 ",42.4,"279","279",7.6,2.4,"ブナ",162.6,168,"","ツル込み","",NA,NA,"G4",0,0,0,0,0,0
"66.2 ",41.3,"280","280",6.2,1.3,"アオダモ",24.3,24.3,"","","",NA,NA,"G4",0,0,0,0,0,0
"69.6 ",58,"302","302",9.6,8,"シナノキ",35.4,36.9,"","","",NA,NA,"G5",0,0,0,0,0,0
"69.0 ",59,"303","303",9,9,"イボタノキ",15.1,16.2,"","","カマツカ→イボタノキ",NA,NA,"G5",0,0,-1,1,0,0
"67.4 ",57.8,"313","313",7.4,7.8,"マメザクラ",25.7,25.7,"","","",NA,NA,"G5",0,0,0,0,0,0
"67.4 ",57.8,"314","313",7.4,7.8,"マメザクラ",28,NA,"","","",NA,NA,"G5",0,1,0,0,0,0
"67.4 ",57.8,"315","313",7.4,7.8,"マメザクラ",17.6,16.8,"","","",NA,NA,"G5",0,0,0,0,0,0
"67.4 ",57.8,"316","313",7.4,7.8,"マメザクラ",18,18.6,"","","",NA,NA,"G5",0,0,0,0,0,0
"68.8 ",55.6,"317","317",8.8,5.6,"カマツカ",21,22,"","","",NA,NA,"G5",0,0,0,0,0,0
"64.1 ",59.5,"318","318",4.1,9.5,"マユミ",62,65,"","","",NA,NA,"G5",0,0,0,0,0,0
"66.4 ",56.2,"319","319",6.4,6.2,"ミヤマイボタ",19.5,20.7,"","","",NA,NA,"G5",0,0,0,0,0,0
"66.0 ",56.8,"320","320",6,6.8,"マメザクラ",16.7,16.7,"","","",NA,NA,"G5",0,0,0,0,0,0
"66.0 ",56.8,"301","320",6,6.8,"マメザクラ",17.4,17.6,"枝分かれ","","",NA,NA,"G5",0,0,0,0,0,0
"63.4 ",52.9,"813","813",3.4,2.9,"ミヤマイボタ",21.2,23,"","","",NA,NA,"G5",0,0,0,0,0,0
"63.4 ",52.9,"815","813",3.4,2.9,"ミヤマイボタ",20.3,19.6,"枝分かれ","","",NA,NA,"G5",0,0,0,0,0,0
"61.8 ",55.8,"814","814",1.8,5.8,"サワシバ",69.6,70.5,"","","",NA,NA,"G5",0,0,0,0,0,0
"62.9 ",53.9,"816","816",2.9,3.9,"クロウメモドキ",16.8,16.3,"","","",NA,NA,"G5",0,0,0,0,0,0
"64.4 ",52.6,"818","818",4.4,2.6,"ブナ",197.4,199.8,"","","",NA,NA,"G5",0,0,0,0,0,0
"63.1 ",52.9,"819","819",3.1,2.9,"ミヤマイボタ",15.5,15.1,"","","",NA,NA,"G5",0,0,-1,-1,0,0
"65.0 ",53.3,"820","820",5,3.3,"サワシバ",52.7,55,"","","",NA,NA,"G5",0,0,0,0,0,0
"62.0 ",93.3,"686","686",2,3.3,"カマツカ",NA,16,"","","",NA,NA,"G9",0,0,-1,1,0,0
"60.3 ",61,"321","321",0.3,1,"アオダモ",46.5,49.1,"","","",NA,NA,"G6",0,0,0,0,0,0
"64.1 ",61.5,"322","322",4.1,1.5,"サワシバ",49,52,"","","",NA,NA,"G6",0,0,0,0,0,0
"60.7 ",61,"323","323",0.7,1,"リョウブ",39.1,41.6,"","","",NA,NA,"G6",0,0,0,0,0,0
"60.7 ",61,"324","323",0.7,1,"リョウブ",18.7,20.2,"","","",NA,NA,"G6",0,0,0,0,0,0
"60.7 ",61,"325","323",0.7,1,"リョウブ",37,38.3,"","","",NA,NA,"G6",0,0,0,0,0,0
"60.1 ",60.9,"326","326",0.1,0.9,"ミヤマイボタ",28.5,29.3,"","","",NA,NA,"G6",0,0,0,0,0,0
"65.7 ",63.3,"327","327",5.7,3.3,"カマツカ",15.8,NA,"","","",NA,NA,"G6",0,1,0,0,0,0
"65.7 ",63.3,"328","327",5.7,3.3,"カマツカ",15.6,NA,"","","",NA,NA,"G6",0,1,-1,-1,0,0
"68.9 ",67.7,"329","329",8.9,7.7,"サワシバ",36.3,39.5,"","","？→サワシバ",NA,NA,"G6",0,0,0,0,0,0
"67.7 ",69.8,"330","330",7.7,9.8,"クマシデ",42,43.5,"","","",NA,NA,"G6",0,0,0,0,0,0
"66.1 ",68,"331","331",6.1,8,"タンナサワフタギ",22.7,22.9,"","","サワシバ？→タンナサワフタギ",NA,NA,"G6",0,0,0,0,0,0
"60.8 ",79.2,"511","511",0.8,9.2,"ツクバネウツギ",15.1,14.5,"","","",NA,NA,"G7",0,0,-1,-1,0,0
"60.8 ",79.2,"512","511",0.8,9.2,"ツクバネウツギ",19,13.5,"","","",NA,NA,"G7",0,0,0,0,0,0
"61.8 ",79.2,"513","513",1.8,9.2,"ヤマボウシ",69.6,71.3,"","","",NA,NA,"G7",0,0,0,0,0,0
