#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,
"81.7 ",49.2,"275","273",1.7,9.2,"マメザクラ",25.7,25.3,"","","",NA,NA,"I4",0,0,0,0,0,0
"85.5 ",NA,"","",NA,NA,"",NA,NA,"","","","","","",2,2,0,0,0,0
"83.5 ",53.3,"581","581",3.5,3.3,"ブナ",157,159.9,"","","",NA,NA,"I5",0,0,0,0,0,0
"85.3 ",53.3,"582","582",5.3,3.3,"アオハダ",24.5,24.8,"","","",NA,NA,"I5",0,0,0,0,0,0
"80.4 ",57,"583","583",0.4,7,"シナノキ",122,122.9,"","","",NA,NA,"I5",0,0,0,0,0,0
"88.1 ",58,"584","584",8.1,8,"イヌブナ",87.7,99.6,"","","",NA,NA,"I5",0,0,0,0,0,0
"84.8 ",58.4,"585","585",4.8,8.4,"ツノハシバミ",19.2,18.9,"","","",NA,NA,"I5",0,0,0,0,0,0
"84.8 ",58.4,"586","585",4.8,8.4,"ツノハシバミ",17.6,17,"","","",NA,NA,"I5",0,0,0,0,0,0
"84.8 ",58.4,"587","585",4.8,8.4,"ツノハシバミ",15.7,18.3,"","","",NA,NA,"I5",0,0,0,0,0,0
"80.6 ",61,"611","611",0.6,1,"ミヤマイボタ",25.9,26.1,"","倒れ","",NA,NA,"I6",0,0,0,0,0,0
"82.3 ",62.2,"612","612",2.3,2.2,"カマツカ",17.4,18.7,"","","",NA,NA,"I6",0,0,0,0,0,0
"82.3 ",62.2,"613","612",2.3,2.2,"カマツカ",19.2,19.5,"","","",NA,NA,"I6",0,0,0,0,0,0
"83.0 ",65.7,"614","614",3,5.7,"カマツカ",18.3,18.4,"","","",NA,NA,"I6",0,0,0,0,0,0
"83.9 ",65.7,"615","615",3.9,5.7,"イトマキイタヤ",146.5,155.1,"","","",NA,NA,"I6",0,0,0,0,0,0
"88.3 ",65.8,"616","616",8.3,5.8,"ミヤマイボタ",15.7,18.4,"","","",NA,NA,"I6",0,0,0,0,0,0
"89.4 ",69.2,"617","617",9.4,9.2,"ミヤマイボタ",16.8,17.1,"","","",NA,NA,"I6",0,0,0,0,0,0
"88.1 ",75.2,"501","501",8.1,5.2,"ブナ",263.7,257.7,"","ツル込み","",NA,NA,"I7",0,0,0,0,0,0
"88.2 ",77.8,"502","502",8.2,7.8,"ミツバツツジ",16.3,17.2,"","","",NA,NA,"I7",0,0,0,0,0,0
"82.0 ",79.3,"529","529",2,9.3,"タンナサワフタギ",19.4,21.1,"枝分かれ","","",NA,NA,"I7",0,0,0,0,0,0
"82.0 ",79.3,"530","529",2,9.3,"タンナサワフタギ",32,33,"枝そげている","幹割れ","",NA,NA,"I7",0,0,0,0,0,0
"83.9 ",73.3,"531","531",3.9,3.3,"カマツカ",22.7,23.3,"","","",NA,NA,"I7",0,0,0,0,0,0
"80.0 ",75.6,"532","532",0,5.6,"サラサドウダン",39.8,41.2,"","","",NA,NA,"I7",0,0,0,0,0,0
"80.7 ",70,"534","534",0.7,0,"ミヤマイボタ",20.2,20.2,"","","",NA,NA,"I7",0,0,0,0,0,0
"81.9 ",72.1,"535","535",1.9,2.1,"シナノキ",29.1,31.6,"","","",NA,NA,"I7",0,0,0,0,0,0
"83.0 ",73.3,"537","537",3,3.3,"カマツカ",20,22.6,"","","？→カマツカ",NA,NA,"I7",0,0,0,0,0,0
"89.5 ",70,"538","538",9.5,0,"ミヤマイボタ",25.1,27.4,"","","",NA,NA,"I7",0,0,0,0,0,0
"84.8 ",71.1,"539","539",4.8,1.1,"ミヤマイボタ",17.5,20.5,"","","",NA,NA,"I7",0,0,0,0,0,0
"84.8 ",71.1,"536","539",4.8,1.1,"ミヤマイボタ",16.1,17.8,"","","",NA,NA,"I7",0,0,0,0,0,0
"84.8 ",71.1,"533","539",4.8,1.1,"ミヤマイボタ",33.9,33.5,"","","",NA,NA,"I7",0,0,0,0,0,0
"86.4 ",81.6,"668","668",6.35,1.55,"イトマキイタヤ",105.7,111.4,"","","",NA,NA,"I8",0,0,0,0,0,0
"87.2 ",85.5,"669","670",7.2,5.5,"アオハダ",28.6,29.8,"","","",NA,NA,"I8",0,0,0,0,0,0
"87.2 ",85.5,"670","670",7.2,5.5,"アオハダ",40.4,44.3,"","","",NA,NA,"I8",0,0,0,0,0,0
"87.2 ",85.5,"673","670",7.2,5.5,"アオハダ",15.1,16.8,"","","",NA,NA,"I8",0,0,-1,1,0,0
"81.7 ",81.9,"671","671",1.74,1.86,"サラサドウダン",40.7,41.6,"","","",NA,NA,"I8",0,0,0,0,0,0
"81.7 ",81.9,"672","671",1.74,1.86,"サラサドウダン",18.4,19.8,"枝分かれ","","",NA,NA,"I8",0,0,0,0,0,0
"89.2 ",89.5,"C519","C519",9.2,9.5,"ツノハシバミ",NA,16,"","","",NA,NA,"I8",0,0,-1,1,0,0
"83.3 ",96.3,"219","219",3.3,6.3,"ミヤマイボタ",21.4,22.2,"","","",NA,NA,"I9",0,0,0,0,0,0
"86.1 ",95.2,"456","456",6.1,5.2,"マメザクラ",15.7,17,"","","",NA,NA,"I9",0,0,0,0,0,0
"80.3 ",97.6,"466","466",0.3,7.6,"ミツバツツジ",19.6,19.8,"","","",NA,NA,"I9",0,0,0,0,0,0
"80.3 ",97.6,"467","466",0.3,7.6,"ミツバツツジ",18.2,18.6,"","","",NA,NA,"I9",0,0,0,0,0,0
"80.3 ",97.6,"460","466",0.3,7.6,"ミツバツツジ",NA,19.8,"","","",NA,NA,"I9",0,0,-1,1,0,0
"80.3 ",97.6,"447","466",0.3,7.6,"ミツバツツジ",NA,18.6,"","","",NA,NA,"I9",0,0,-1,1,0,0
"98.0 ",3.7,"1","1",8,3.7,"ブナ",129.1,133.7,"","","",NA,NA,"J0",0,0,0,0,0,0
"95.2 ",0.7,"2","2",5.2,0.7,"シナノキ",23.4,23.4,"","","",NA,NA,"J0",0,0,0,0,0,0
"95.2 ",0.7,"3","2",5.2,0.7,"シナノキ",18.5,18.5,"","","",NA,NA,"J0",0,0,0,0,0,0
"96.3 ",1.3,"4","4",6.3,1.3,"ノリウツギ",23.5,24.1,"","","",NA,NA,"J0",0,0,0,0,0,0
"96.3 ",1.3,"5","4",6.3,1.3,"ノリウツギ",20,19.5,"枝分かれ","","",NA,NA,"J0",0,0,0,0,0,0
"92.6 ",2.9,"6","6",2.6,2.9,"ノリウツギ",23.4,NA,"","行方不明","",NA,NA,"J0",0,0,0,0,0,1
"92.8 ",3.9,"7","7",2.8,3.9,"ニワトコ",34,NA,"","行方不明","",NA,NA,"J0",0,0,0,0,0,1
"91.7 ",4.7,"8","8",1.7,4.7,"アオダモ",31.5,32.1,"","","",NA,NA,"J0",0,0,0,0,0,0
"91.7 ",4.7,"9","9",1.7,4.7,"ノリウツギ",21,22.6,"","","アオダモ→ノリウツギ",NA,NA,"J0",0,0,0,0,0,0
"95.0 ",3.9,"10","10",5,3.9,"ニワトコ",37,35.5,"","","",NA,NA,"J0",0,0,0,0,0,0
"95.0 ",3.9,"11","10",5,3.9,"ニワトコ",23,NA,"","","",NA,NA,"J0",0,1,0,0,0,0
"90.6 ",7.2,"12","12",0.6,7.2,"ミヤマイボタ",21.7,NA,"","","",NA,NA,"J0",0,1,0,0,0,0
"91.0 ",9.6,"19","19",1,9.6,"カマツカ",18.5,18.1,"","","",NA,NA,"J0",0,0,0,0,0,0
"91.0 ",9.6,"20","19",1,9.6,"カマツカ",16,16.3,"","","",NA,NA,"J0",0,0,0,0,0,0
"91.0 ",9.6,"21","19",1,9.6,"カマツカ",21.4,21.4,"","","",NA,NA,"J0",0,0,0,0,0,0
"97.2 ",11.6,"13","13",7.2,1.6,"ミヤマイボタ",19.2,19.2,"","","",NA,NA,"J1",0,0,0,0,0,0
"97.2 ",11.6,"14","13",7.2,1.6,"ミヤマイボタ",23.9,24.9,"","","",NA,NA,"J1",0,0,0,0,0,0
"95.0 ",10.2,"15","15",5,0.2,"タラノキ",55.2,64.5,"","","",NA,NA,"J1",0,0,0,0,0,0
"95.0 ",11.4,"16","16",5,1.4,"アオダモ",32.8,32.8,"","","",NA,NA,"J1",0,0,0,0,0,0
"95.0 ",11.4,"17","16",5,1.4,"アオダモ",75.5,77.2,"","","",NA,NA,"J1",0,0,0,0,0,0
"95.0 ",11.4,"18","16",5,1.4,"アオダモ",17.3,17.3,"","","",NA,NA,"J1",0,0,0,0,0,0
"90.3 ",13.7,"22","22",0.3,3.7,"ブナ",116.3,118.3,"","谷側にタグ","",NA,NA,"J1",0,0,0,0,0,0
"91.6 ",10.3,"23","23",1.6,0.3,"ヤブデマリ",18,18,"","枯れそう","",NA,NA,"J1",0,0,0,0,0,0
"94.3 ",14.8,"24","24",4.3,4.8,"サラサドウダン",30,30,"","","",NA,NA,"J1",0,0,0,0,0,0
"94.3 ",14.8,"25","24",4.3,4.8,"サラサドウダン",16.8,17.8,"","","",NA,NA,"J1",0,0,0,0,0,0
"95.1 ",12.8,"26","26",5.1,2.8,"カマツカ",21.9,22.2,"","","",NA,NA,"J1",0,0,0,0,0,0
"95.1 ",12.8,"27","26",5.1,2.8,"カマツカ",19,18.8,"枝分かれ","","",NA,NA,"J1",0,0,0,0,0,0
"98.9 ",14.6,"203","203",8.9,4.6,"ブナ",184.5,187.6,"旧番号203","28→203タグ変更","",NA,NA,"J1",0,0,0,0,0,0
"98.9 ",14.6,"29","29",8.9,4.6,"ツルアジサイ",28,30,"28に巻き付いたツル","","",NA,NA,"J1",0,0,0,0,0,0
"97.3 ",17.4,"30","30",7.3,7.4,"マユミ",21.3,22.8,"","","",NA,NA,"J1",0,0,0,0,0,0
"98.4 ",18.2,"31","31",8.4,8.2,"ノリウツギ",15.8,NA,"枝分かれ","","",NA,NA,"J1",0,1,0,0,0,0
"98.4 ",18.2,"32","31",8.4,8.2,"ノリウツギ",17.5,NA,"","","",NA,NA,"J1",0,1,0,0,0,0
"94.6 ",18.7,"33","33",4.6,8.7,"カマツカ",18.5,18.9,"","","",NA,NA,"J1",0,0,0,0,0,0
"99.9 ",12.4,"201","201",9.9,2.4,"リョウブ",26.5,26.5,"","","",NA,NA,"J1",0,0,0,0,0,0
"99.0 ",14.6,"202","202",9,4.6,"ブナ",95,102.8,"","谷側にタグ、ツル込み","",NA,NA,"J1",0,0,0,0,0,0
"95.0 ",20.5,"34","34",5,0.5,"ブナ",117.6,118.5,"","","",NA,NA,"J2",0,0,0,0,0,0
"92.7 ",20.4,"35","35",2.7,0.4,"マメザクラ",16.6,16.6,"","","",NA,NA,"J2",0,0,0,0,0,0
"92.2 ",23.5,"36","36",2.2,3.5,"ブナ",163.1,163.5,"","タグ下より5cm上を測定","",NA,NA,"J2",0,0,0,0,0,0
"96.5 ",25.1,"37","37",6.5,5.1,"イタヤカエデ",67.4,73.8,"","","",NA,NA,"J2",0,0,0,0,0,0
"97.6 ",26,"39","39",7.6,6,"タンナサワフタギ",23.4,23.4,"","","",NA,NA,"J2",0,0,0,0,0,0
"95.9 ",27.3,"40","40",5.9,7.3,"シナノキ",39,41.6,"","","",NA,NA,"J2",0,0,0,0,0,0
"91.2 ",28.7,"41","41",1.2,8.7,"ミヤマイボタ",26.5,NA,"","倒れて萌芽あり","",NA,NA,"J2",0,1,0,0,0,0
"90.0 ",27.8,"76","76",0,7.8,"アオダモ",18.5,18.8,"","","",NA,NA,"J2",0,0,0,0,0,0
"96.5 ",30,"43","43",6.5,0,"カマツカ",28.3,NA,"","倒れ","",NA,NA,"J3",0,1,0,0,0,0
"97.4 ",31.2,"44","44",7.4,1.2,"アオダモ",50.5,52.8,"","倒れ","",NA,NA,"J3",0,0,0,0,0,0
"97.4 ",31.2,"45","44",7.4,1.2,"アオダモ",14,NA,"","倒れ","",NA,NA,"J3",0,1,-1,-1,0,0
"98.1 ",32.2,"46","46",8.1,2.2,"カマツカ",19.6,NA,"","倒れ","",NA,NA,"J3",0,1,0,0,0,0
"98.1 ",32.2,"47","46",8.1,2.2,"カマツカ",19.2,NA,"","倒れ","",NA,NA,"J3",0,1,0,0,0,0
"99.8 ",36.7,"48","48",9.8,6.7,"ミヤマイボタ",27.7,29.5,"","","",NA,NA,"J3",0,0,0,0,0,0
"99.8 ",36.7,"49","48",9.8,6.7,"ミヤマイボタ",17.1,18.9,"","","",NA,NA,"J3",0,0,0,0,0,0
"100.0 ",36.1,"50","50",10,6.1,"イトマキイタヤ",51.2,NA,"根元は枠外、プロット線を横断している","","",NA,NA,"J3",0,0,0,0,0,1
"91.3 ",38.6,"80","80",1.3,8.6,"カマツカ",16.9,18.2,"","","",NA,NA,"J3",0,0,0,0,0,0
"91.3 ",38.6,"81","80",1.3,8.6,"カマツカ",22.3,22.5,"","","",NA,NA,"J3",0,0,0,0,0,0
"91.5 ",37.5,"286","286",1.5,7.5,"ブナ",138.1,143,"","","",NA,NA,"J3",0,0,0,0,0,0
"90.2 ",41,"424","424",0.2,1,"カマツカ",21.6,17.6,"","82→424タグ変更","",NA,NA,"J4",0,0,0,0,0,0
"90.2 ",41,"82","83",0.2,1,"カマツカ",17.6,18.3,"","","",NA,NA,"J4",0,0,0,0,0,0
"90.9 ",40.4,"84","84",0.9,0.4,"カマツカ",17.3,17.3,"","","",NA,NA,"J4",0,0,0,0,0,0
"90.9 ",40.4,"152","84",0.9,0.4,"カマツカ",15.9,17.1,"","","",NA,NA,"J4",0,0,0,0,0,0
"90.9 ",40.4,"85","85",0.9,0.4,"カマツカ",16,18.3,"","","",NA,NA,"J4",0,0,0,0,0,0
"90.9 ",40.4,"392","85",0.9,0.4,"カマツカ",NA,17.1,"","こぶ下で計測","",NA,NA,"J4",0,0,-1,1,0,0
"92.6 ",40.6,"86","86",2.6,0.6,"イトマキイタヤ",136.5,141.5,"","","",NA,NA,"J4",0,0,0,0,0,0
"91.3 ",45.6,"87","87",1.3,5.6,"アオハダ",27,30.5,"","","エゴノキ→アオハダ",NA,NA,"J4",0,0,0,0,0,0
"99.7 ",43,"155","155",9.7,3,"ブナ",34.4,35.8,"","","",NA,NA,"J4",0,0,0,0,0,0
"95.1 ",40,"157","157",5.1,0,"ノリウツギ",21.8,NA,"","","",NA,NA,"J4",0,1,0,0,0,0
"95.3 ",42,"159","159",5.3,2,"ハコネグミ",21.5,23.9,"","","",NA,NA,"J4",0,0,0,0,0,0
"95.6 ",43.3,"160","160",5.6,3.3,"ミヤマイボタ",28.2,NA,"","","",NA,NA,"J4",0,1,0,0,0,0
"95.6 ",43.3,"161","160",5.6,3.3,"ミヤマイボタ",25.4,NA,"","","",NA,NA,"J4",0,1,0,0,0,0
"95.6 ",43.3,"162","160",5.6,3.3,"ミヤマイボタ",14.7,NA,"15ｃｍ以下","","",NA,NA,"J4",0,1,-1,-1,0,0
"93.3 ",41.9,"163","163",3.3,1.9,"ミヤマイボタ",17.4,18.1,"","","",NA,NA,"J4",0,0,0,0,0,0
"98.0 ",46.1,"395","395",8,6.1,"カマツカ",22.8,23,"","261→395タグ変更","",NA,NA,"J4",0,0,0,0,0,0
"98.0 ",46.1,"262","261",8,6.1,"カマツカ",15.6,15.6,"","","",NA,NA,"J4",0,0,-1,-1,0,0
"97.5 ",46.8,"263","263",7.5,6.8,"ブナ",57.8,58.6,"","","",NA,NA,"J4",0,0,0,0,0,0
"97.9 ",47.3,"264","264",7.9,7.3,"イトマキイタヤ",73.2,83.3,"地面から144cm測定","","",NA,NA,"J4",0,0,0,0,0,0
"97.9 ",47.3,"265","264",7.9,7.3,"イトマキイタヤ",20.4,26.9,"","","",NA,NA,"J4",0,0,0,0,0,0
"95.2 ",45.8,"266","266",5.2,5.8,"ミヤマイボタ",15.8,17.8,"","","",NA,NA,"J4",0,0,0,0,0,0
"91.9 ",47,"267","267",1.9,7,"未同定",19.6,19.4,"","","",NA,NA,"J4",0,0,0,0,0,0
"90.9 ",59.4,"222","222",0.9,9.4,"ミヤマイボタ",29.9,32,"","","",NA,NA,"J5",0,0,0,0,0,0
"99.8 ",51.8,"223","223",9.8,1.8,"カマツカ",19.4,NA,"","立ち枯れ","",NA,NA,"J5",0,1,0,0,0,0
"98.5 ",52.6,"224","224",8.5,2.6,"ブナ",100.1,107.5,"","","",NA,NA,"J5",0,0,0,0,0,0
"92.7 ",50.4,"229","229",2.7,0.4,"マメザクラ",31.5,NA,"","倒れ","",NA,NA,"J5",0,1,0,0,0,0
"92.7 ",50.4,"230","229",2.7,0.4,"マメザクラ",31.7,NA,"枝分かれ","倒れ","",NA,NA,"J5",0,1,0,0,0,0
"90.5 ",51.2,"231","231",0.5,1.2,"カマツカ",17,18.1,"","","",NA,NA,"J5",0,0,0,0,0,0
"90.5 ",51.2,"678","231",0.5,1.2,"カマツカ",NA,15.2,"","","",NA,NA,"J5",0,0,-1,-1,0,0
"90.5 ",51.2,"232","231",0.5,1.2,"カマツカ",17.1,19,"","","",NA,NA,"J5",0,0,0,0,0,0
"93.2 ",54,"233","233",3.2,4,"ノリウツギ",31.1,31.7,"","","",NA,NA,"J5",0,0,0,0,0,0
"94.1 ",55.9,"234","234",4.1,5.9,"ミヤマイボタ",18.6,18.4,"","","",NA,NA,"J5",0,0,0,0,0,0
"92.9 ",55,"235","235",2.9,5,"ミヤマイボタ",20,20.5,"サンプル有","","",NA,NA,"J5",0,0,0,0,0,0
"99.0 ",59.9,"236","236",9,9.9,"カマツカ",19.1,19.8,"コマユミ？丸い実、対生","","コマユミ？→カマツカ",NA,NA,"J5",0,0,0,0,0,0
"96.0 ",58.2,"237","237",6,8.2,"カマツカ",24,23.5,"","","",NA,NA,"J5",0,0,0,0,0,0
"94.8 ",56.9,"238","238",4.8,6.9,"ミヤマイボタ",23.9,26.5,"","","",NA,NA,"J5",0,0,0,0,0,0
"92.2 ",59.1,"239","239",2.2,9.1,"ミヤマイボタ",34,38.6,"","","",NA,NA,"J5",0,0,0,0,0,0
"95.4 ",61.1,"600","600",5.4,1.1,"ミヤマイボタ",18.7,20.1,"","","",NA,NA,"J6",0,0,0,0,0,0
"96.3 ",61.9,"601","601",6.3,1.9,"ミヤマイボタ",16.1,18.1,"","","",NA,NA,"J6",0,0,0,0,0,0
"96.3 ",61.9,"661","601",6.3,1.9,"ミヤマイボタ",NA,16,"","","",NA,NA,"J6",0,0,-1,1,0,0
"99.0 ",62,"602","602",9,2,"カマツカ",21.3,22,"","","",NA,NA,"J6",0,0,0,0,0,0
"99.0 ",64.5,"603","603",9,4.5,"ブナ",38,38.1,"","","",NA,NA,"J6",0,0,0,0,0,0
"99.0 ",62.9,"604","604",9,2.9,"ノリウツギ",17.2,NA,"","立ち枯れ","",NA,NA,"J6",0,1,0,0,0,0
"90.7 ",62.4,"605","605",0.7,2.4,"イトマキイタヤ",45.5,48.7,"","","",NA,NA,"J6",0,0,0,0,0,0
"91.7 ",64.3,"606","606",1.7,4.3,"イトマキイタヤ",59.9,65.8,"","","",NA,NA,"J6",0,0,0,0,0,0
"90.0 ",65.3,"623","623",0,5.3,"カマツカ",24.4,23.9,"","608→623タグ変更、根返り","",NA,NA,"J6",0,0,0,0,0,0
"90.6 ",64.6,"645","645",0.6,4.6,"アオダモ",38.8,36.2,"ツル込み","609→645タグ変更、根返り","",NA,NA,"J6",0,0,0,0,0,0
"95.6 ",62.8,"610","610",5.6,2.8,"ミヤマイボタ",24.9,29.7,"","","",NA,NA,"J6",0,0,0,0,0,0
"90.0 ",63.6,"606","606",0,3.6,"カマツカ",NA,17.6,"","","",NA,NA,"J6",0,0,-1,1,0,0
"100.0 ",64,"667","667",10,4,"カマツカ",NA,17.9,"","","",NA,NA,"J6",0,0,-1,1,0,0
"100.0 ",64,"668","667",10,4,"カマツカ",NA,17.1,"","","",NA,NA,"J6",0,0,-1,1,0,0
"100.0 ",64,"669","667",10,4,"カマツカ",NA,15.5,"","","",NA,NA,"J6",0,0,-1,-1,0,0
"93.4 ",79.6,"521","521",3.4,9.6,"アオダモ",23.4,26.1,"","","",NA,NA,"J7",0,0,0,0,0,0
"95.8 ",75,"522","522",5.8,5,"シナノキ",58.8,59.4,"","","",NA,NA,"J7",0,0,0,0,0,0
"97.3 ",76.5,"523","523",7.3,6.5,"カジカエデ",72.8,74.4,"","","",NA,NA,"J7",0,0,0,0,0,0
"99.2 ",77.2,"524","524",9.2,7.2,"ブナ",97.6,102.1,"","","",NA,NA,"J7",0,0,0,0,0,0
"98.8 ",74.1,"525","525",8.8,4.1,"イトマキイタヤ",31.6,NA,"","倒れ","",NA,NA,"J7",0,1,0,0,0,0
"91.8 ",75.2,"526","526",1.8,5.2,"オオモミジ",43.6,48,"","","",NA,NA,"J7",0,0,0,0,0,0
"91.3 ",78,"527","527",1.3,8,"ノリウツギ",18.6,18.4,"","","",NA,NA,"J7",0,0,0,0,0,0
"92.0 ",70.8,"528","528",2,0.8,"ノリウツギ",20.3,NA,"","幹折れ","",NA,NA,"J7",0,1,0,0,0,0
"96.6 ",79.5,"540","540",6.6,9.5,"ブナ",180,183.8,"","","",NA,NA,"J7",0,0,0,0,0,0
"100.0 ",83.7,"661","661",10,3.7,"ヤマボウシ",41,41,"倒伏","","",NA,NA,"J8",0,0,0,0,0,0
"97.9 ",89.3,"662","662",7.9,9.3,"サワシバ",39.1,41.4,"","","ミズメ→サワシバ",NA,NA,"J8",0,0,0,0,0,0
"98.9 ",82.2,"663","663",8.9,2.2,"アオダモ",42.6,44.7,"","","アオハダ→アオダモ",NA,NA,"J8",0,0,0,0,0,0
"95.6 ",84.1,"664","664",5.6,4.1,"ノリウツギ",31.4,NA,"","","",NA,NA,"J8",0,1,0,0,0,0
"95.6 ",84.1,"665","664",5.6,4.1,"ノリウツギ",25,NA,"枝分かれ","","",NA,NA,"J8",0,1,0,0,0,0
"96.5 ",83.1,"666","666",6.5,3.1,"サワシバ",23.5,24.5,"","","ミズメ→サワシバ",NA,NA,"J8",0,0,0,0,0,0
"90.7 ",84.4,"667","667",0.7,4.4,"ブナ",213.1,221.4,"","","",NA,NA,"J8",0,0,0,0,0,0
"96.3 ",81.8,"642","642",6.3,1.8,"サラサドウダンツツジ",NA,15.8,"","","",NA,NA,"J8",0,0,-1,1,0,0
"95.7 ",94.3,"215","215",5.7,4.3,"カマツカ",32,33,"","","",NA,NA,"J9",0,0,0,0,0,0
"98.9 ",93,"216","216",8.9,3,"カマツカ",19.5,19.7,"","","",NA,NA,"J9",0,0,0,0,0,0
"92.7 ",91.6,"217","217",2.7,1.6,"オオモミジ",103,106.6,"","","",NA,NA,"J9",0,0,0,0,0,0
"98.9 ",91,"218","218",8.9,1,"カマツカ",18,18.6,"","","",NA,NA,"J9",0,0,0,0,0,0
"96.8 ",97.6,"442","442",6.8,7.6,"メグスリノキ",19.9,137.6,"","","ミツデカエデ→メグスリノキ",NA,NA,"J9",0,0,0,0,0,0
"97.8 ",97.2,"443","443",7.8,7.2,"アオダモ",30.6,32,"","","",NA,NA,"J9",0,0,0,0,0,0
"98.0 ",98,"444","444",8,8,"アオダモ",23.3,24,"","","",NA,NA,"J9",0,0,0,0,0,0
"90.8 ",97.2,"445","445",0.8,7.2,"タンナサワフタギ",27.5,28.1,"","","",NA,NA,"J9",0,0,0,0,0,0
"93.9 ",98.7,"446","446",3.9,8.7,"ヤマボウシ",42.5,55.6,"","","",NA,NA,"J9",0,0,0,0,0,0
